Flavor;nrWorker;batch;learningRate;momentum;sync;sizeSeconds;time;acc;cost
intel14_v2;1;1;1e-06;0.99;sync;222;238.40569686889648;0.17671936245550204;0.07973346084170871
intel14_v2;1;1;1e-06;0.99;sync;666;682.4981927871704;0.2524531095996121;0.22825772892104254
intel14_v2;1;1;1e-06;0.99;sync;2000;2008.0744948387146;0.41723153961587833;0.6715893588293923
intel14_v2;1;1;1e-06;0.99;sync;6000;6004.975471973419;0.5484716463395329;2.0083306856266656
intel14_v2;1;1;1e-06;0.99;sync;18000;17703.80159187317;0.6059271270326899;5.920938087948693
intel14_v2;2;1;1e-05;0.95;sync;222;229.0757999420166;0.27076832640694165;0.13846359463161892
intel14_v2;2;1;1e-05;0.95;sync;666;670.4615731239319;0.3739596587949643;0.40525677308824326
intel14_v2;2;1;1e-05;0.95;sync;2000;2017.5186569690704;0.6042886367175764;1.2194779437679715
intel14_v2;2;1;1e-05;0.95;sync;6000;6016.046277999878;0.8001842200105754;3.636365750257704
intel14_v2;2;1;1e-05;0.95;sync;18000;17586.41549706459;0.9535336730037312;10.630011144892375
intel14_v2;2;1;1e-06;0.95;sync;222;235.29524302482605;0.36499947773084024;0.14222290245056152
intel14_v2;2;1;1e-06;0.95;sync;666;686.5317950248718;0.4150008458554468;0.41497032943725587
intel14_v2;2;1;1e-06;0.95;sync;2000;2006.6310758590698;0.5278911754319675;1.2128970058525934
intel14_v2;2;1;1e-06;0.95;sync;6000;6016.644003868103;0.6125361349042744;3.6367270423380536
intel14_v2;2;1;1e-06;0.95;sync;18000;17583.670161008835;0.7453141186899651;10.628351741765341
intel14_v2;2;2;0.0001;0.9;sync;222;231.0489730834961;0.16137565276903845;0.1396562681749132
intel14_v2;2;2;0.0001;0.9;sync;666;670.9367859363556;0.30005864938976445;0.40554401283264163
intel14_v2;2;2;0.0001;0.9;sync;2000;2010.1543180942535;0.5953842814422892;1.2150266100480822
intel14_v2;2;2;0.0001;0.9;sync;6000;6006.8513350486755;0.8492050636934073;3.630807918073866
intel14_v2;2;2;0.0001;0.9;sync;18000;17586.523661136627;0.9601482275201192;10.630076524064807
intel14_v2;2;1;0.0001;0.95;sync;222;233.55834293365479;0.4511846637140132;0.141173042839898
intel14_v2;2;1;0.0001;0.95;sync;666;682.4644770622253;0.5155890644306834;0.4125118616909451
intel14_v2;2;1;0.0001;0.95;sync;2000;2008.4073369503021;0.6567950142187314;1.2139706570010715
intel14_v2;2;1;0.0001;0.95;sync;6000;6003.312685012817;0.8535209098819968;3.6286690007188587
intel14_v2;2;1;0.0001;0.95;sync;18000;17592.885757923126;0.9471485515750822;10.633922058122423
intel14_v2;2;2;1e-06;0.99;async;222;230.79274797439575;0.40538287221998515;0.13950139433119033
intel14_v2;2;2;1e-06;0.99;async;666;681.345113992691;0.4330264763498886;0.4118352689022488
intel14_v2;2;2;1e-06;0.99;async;2000;2017.1154041290283;0.5037180269387913;1.2192341998291016
intel14_v2;2;2;1e-06;0.99;async;6000;6007.771554946899;0.5988902040247471;3.6313641398790146
intel14_v2;2;2;1e-06;0.99;async;18000;17224.480421066284;0.6991020115034999;10.41124149895562
intel14_v2;2;1;1e-06;0.99;async;222;222.42792391777039;0.24547682609821972;0.13444532290140787
intel14_v2;2;1;1e-06;0.99;async;666;691.1395580768585;0.3536218243149706;0.4177554662153456
intel14_v2;2;1;1e-06;0.99;async;2000;2014.5142030715942;0.5230698061953637;1.2176619183010526
intel14_v2;2;1;1e-06;0.99;async;6000;6003.272975921631;0.6105874475195417;3.628644998779297
intel14_v2;2;1;1e-06;0.99;async;18000;17220.53851389885;0.7161774742967596;10.408858835067749
intel14_v2;2;2;0.0001;0.95;sync;222;240.695641040802;0.3598009941280693;0.14548714302910698
intel14_v2;2;2;0.0001;0.95;sync;666;679.0669980049133;0.41101209836708896;0.4104582743496365
intel14_v2;2;2;0.0001;0.95;sync;2000;2008.6675939559937;0.5812704127751683;1.2141279679022896
intel14_v2;2;2;0.0001;0.95;sync;6000;6001.292933940887;0.8049929112454326;3.62744817340427
intel14_v2;2;2;0.0001;0.95;sync;18000;17592.487669944763;0.9544210353796515;10.633681436055502
intel14_v2;1;1;1e-05;0.99;sync;222;237.12713599205017;0.16294863367585274;0.07930585325956345
intel14_v2;1;1;1e-05;0.99;sync;666;679.1097328662872;0.29332758680579835;0.22712447732528052
intel14_v2;1;1;1e-05;0.99;sync;2000;2007.8731529712677;0.474720858324405;0.6715220211603906
intel14_v2;1;1;1e-05;0.99;sync;6000;6008.342376947403;0.6174280988398355;2.009456728290187
intel14_v2;1;1;1e-05;0.99;sync;18000;17700.384264945984;0.7581173326988915;5.919795181943046
intel14_v2;2;1;1e-06;0.9;sync;222;233.6056718826294;0.4186129491476052;0.1412016505601671
intel14_v2;2;1;1e-06;0.9;sync;666;680.7525858879089;0.44678050969267463;0.41147711858113606
intel14_v2;2;1;1e-06;0.9;sync;2000;2001.2085950374603;0.5309538685652491;1.209619417444865
intel14_v2;2;1;1e-06;0.9;sync;6000;6018.064332962036;0.6346781779670538;3.637585552368164
intel14_v2;2;1;1e-06;0.9;sync;18000;17585.504075050354;0.7650172173619714;10.629460240919325
intel14_v2;1;2;1e-06;0.9;sync;222;230.33333683013916;0.3161155379535986;0.07703370487319099
intel14_v2;1;2;1e-06;0.9;sync;666;679.3205659389496;0.34423272502905145;0.2271949892751376
intel14_v2;1;2;1e-06;0.9;sync;2000;2011.0098600387573;0.440166899674772;0.6725710754129621
intel14_v2;1;2;1e-06;0.9;sync;6000;6008.7014009952545;0.5246588974191465;2.009576801888413
intel14_v2;1;2;1e-06;0.9;sync;18000;17723.32171201706;0.5932703638063637;5.927466483685706
intel14_v2;2;1;1e-06;0.95;async;222;239.87617206573486;0.36378553572773775;0.1449918195597331
intel14_v2;2;1;1e-06;0.95;async;666;688.2085490226746;0.41098774462617355;0.41598383407592776
intel14_v2;2;1;1e-06;0.95;async;2000;2007.626002073288;0.5224160459538951;1.2134983834754096
intel14_v2;2;1;1e-06;0.95;async;6000;6023.844696044922;0.6392795741050589;3.641079460720486
intel14_v2;2;1;1e-06;0.95;async;18000;17205.011328220367;0.6734247968053192;10.399473513946534
intel14_v2;1;2;0.0001;0.9;sync;222;228.32393503189087;0.29552412653312055;0.07636167160511018
intel14_v2;1;2;0.0001;0.9;sync;666;674.4331729412079;0.39345207242977637;0.2255604278392262
intel14_v2;1;2;0.0001;0.9;sync;2000;2000.4104340076447;0.571656486475367;0.6690261562625567
intel14_v2;1;2;0.0001;0.9;sync;6000;6000.520014047623;0.7819834390960648;2.006840582475927
intel14_v2;1;2;0.0001;0.9;sync;18000;17723.471326112747;0.9209676928258547;5.927516521288819
intel14_v2;1;1;1e-06;0.95;sync;222;238.55140113830566;0.27021408440284334;0.07978219082514446
intel14_v2;1;1;1e-06;0.95;sync;666;683.2215569019318;0.309009170631788;0.22849965403053496
intel14_v2;1;1;1e-06;0.95;sync;2000;2002.5728619098663;0.44927014309156044;0.6697493682609664
intel14_v2;1;1;1e-06;0.95;sync;6000;6002.9271829128265;0.532469079420283;2.0076456467297343
intel14_v2;1;1;1e-06;0.95;sync;18000;17718.21414899826;0.60577683016143;5.925758287609418
intel14_v2;2;2;1e-06;0.95;async;222;230.73515701293945;0.31976458016775117;0.13946658379448784
intel14_v2;2;2;1e-06;0.95;async;666;681.420648097992;0.3818468078316152;0.411880925072564
intel14_v2;2;2;1e-06;0.95;async;2000;2000.1720039844513;0.502358746486711;1.208992855741713
intel14_v2;2;2;1e-06;0.95;async;6000;6010.467054128647;0.600174952056505;3.6329934193844267
intel14_v2;2;2;1e-06;0.95;async;18000;17211.863209962845;0.687205229083298;10.403615095799765
intel14_v2;2;2;1e-06;0.9;async;222;230.64291501045227;0.23081122506786148;0.13941082862854004
intel14_v2;2;2;1e-06;0.9;async;666;680.7361907958984;0.32278535602663083;0.41146720865885417
intel14_v2;2;2;1e-06;0.9;async;2000;2017.2065489292145;0.5165895372897341;1.219289291797214
intel14_v2;2;2;1e-06;0.9;async;6000;6009.204572916031;0.6442996078588511;3.6322303196292456
intel14_v2;2;2;1e-06;0.9;async;18000;17229.064570903778;0.7036988195912465;10.414012362857395
intel14_v2;2;1;1e-05;0.99;sync;222;237.66765999794006;0.16701226561038024;0.143656896709866
intel14_v2;2;1;1e-05;0.99;sync;666;687.7082450389862;0.32250154121842783;0.4156814281124539
intel14_v2;2;1;1e-05;0.99;sync;2000;2010.059849023819;0.5580941923597507;1.2149695087432861
intel14_v2;2;1;1e-05;0.99;sync;6000;6007.451804161072;0.7786904964778252;3.6311708682929145
intel14_v2;2;1;1e-05;0.99;sync;18000;17585.215583086014;0.9490104074471096;10.629285863554212
intel14_v2;2;2;1e-06;0.9;sync;222;223.76688313484192;0.45694607317432956;0.13525464936150444
intel14_v2;2;2;1e-06;0.9;sync;666;685.7806189060211;0.4755532498526517;0.4145162852054172
intel14_v2;2;2;1e-06;0.9;sync;2000;2009.4842009544373;0.5399301558122781;1.2146215614657931
intel14_v2;2;2;1e-06;0.9;sync;6000;6004.188964128494;0.6185100904329122;3.629198662762112
intel14_v2;2;2;1e-06;0.9;sync;18000;17600.003412008286;0.7117392483875394;10.638224284591676
intel14_v2;2;1;0.0001;0.99;sync;222;232.7384328842163;0.38917336884218684;0.14067745276557075
intel14_v2;2;1;0.0001;0.99;sync;666;678.6872708797455;0.4352270305962689;0.41022875039842394
intel14_v2;2;1;0.0001;0.99;sync;2000;2001.23237490654;0.5823972150228044;1.2096337910546198
intel14_v2;2;1;0.0001;0.99;sync;6000;6016.373553991318;0.7775608943105796;3.63656357041253
intel14_v2;2;1;0.0001;0.99;sync;18000;17582.343456983566;0.9311324243072548;10.627549822887845
intel14_v2;1;1;1e-06;0.9;sync;222;235.36866092681885;0.06230844575098608;0.07871774104330274
intel14_v2;1;1;1e-06;0.9;sync;666;675.9317910671234;0.19104335110971288;0.2260616323457824
intel14_v2;1;1;1e-06;0.9;sync;2000;2003.0603420734406;0.3955799240889826;0.6699124032934507
intel14_v2;1;1;1e-06;0.9;sync;6000;6000.799828052521;0.5271129005940897;2.006934164715343
intel14_v2;1;1;1e-06;0.9;sync;18000;17713.96587395668;0.5966733657730979;5.92433747562329
intel14_v2;2;1;1e-06;0.99;sync;222;231.31223917007446;0.27440701654474287;0.13981539789835612
intel14_v2;2;1;1e-06;0.99;sync;666;674.807862997055;0.3545313428652731;0.40788386385599773
intel14_v2;2;1;1e-06;0.99;sync;2000;2000.4659731388092;0.5048308201982052;1.2091705437639024
intel14_v2;2;1;1e-06;0.99;sync;6000;6027.056791067123;0.642020541117456;3.6430209937116835
intel14_v2;2;1;1e-06;0.99;sync;18000;17586.255251169205;0.7350068023644556;10.629914285151164
intel14_v2;2;2;0.0001;0.99;sync;222;222.3008291721344;0.27498175017160303;0.1343685011884901
intel14_v2;2;2;0.0001;0.99;sync;666;681.0231931209564;0.368154291773533;0.4116406856197781
intel14_v2;2;2;0.0001;0.99;sync;2000;2014.8148181438446;0.551905080562557;1.2178436234113905
intel14_v2;2;2;0.0001;0.99;sync;6000;6014.75057721138;0.7266265278887338;3.6355825711144343
intel14_v2;2;2;0.0001;0.99;sync;18000;17589.997444152832;0.9229704663429448;10.632176232910156
intel14_v2;1;1;1e-05;0.95;sync;222;237.38200092315674;0.23532474915365856;0.07939109141985576
intel14_v2;1;1;1e-05;0.95;sync;666;680.0563170909882;0.3428215287114729;0.22744105716043048
intel14_v2;1;1;1e-05;0.95;sync;2000;2001.6134560108185;0.48773096343355177;0.6694285002880627
intel14_v2;1;1;1e-05;0.95;sync;6000;6015.674374103546;0.6604853246706878;2.0119088740057416
intel14_v2;1;1;1e-05;0.95;sync;18000;17731.674379110336;0.7413333266342609;5.930259986791346
intel14_v2;2;2;1e-05;0.9;async;222;230.802344083786;0.4517597450076251;0.13950719464619954
intel14_v2;2;2;1e-05;0.9;async;666;681.0968630313873;0.47077608186483766;0.4116852149878608
intel14_v2;2;2;1e-05;0.9;async;2000;2000.4985899925232;0.5517255535246054;1.209190258839925
intel14_v2;2;2;1e-05;0.9;async;6000;6012.989109992981;0.7348102517820844;3.6345178620402017
intel14_v2;2;2;1e-05;0.9;async;18000;17225.408983945847;0.9117291542054243;10.41180276362949
intel14_v2;2;1;1e-06;0.9;async;222;239.81929993629456;0.3786177686913384;0.14495744351704914
intel14_v2;2;1;1e-06;0.9;async;666;687.8405270576477;0.4378580489270564;0.41576138524373374
intel14_v2;2;1;1e-06;0.9;async;2000;2008.9251310825348;0.5569496743560852;1.2142836347876655
intel14_v2;2;1;1e-06;0.9;async;6000;6026.66347694397;0.646264519129315;3.642783257175022
intel14_v2;2;1;1e-06;0.9;async;18000;17193.891949892044;0.7360904954818459;10.392752467490302
intel14_v2;2;1;0.0001;0.9;async;222;239.08175802230835;0.4051316000074075;0.14451164040459527
intel14_v2;2;1;0.0001;0.9;async;666;686.0769748687744;0.447392346639999;0.41469541592068143
intel14_v2;2;1;0.0001;0.9;async;2000;2002.2396259307861;0.6160570001103617;1.2102426183403863
intel14_v2;2;1;0.0001;0.9;async;6000;6009.155820846558;0.7661958977906238;3.6322008517116973
intel14_v2;2;1;0.0001;0.9;async;18000;17217.40841984749;0.9262863098854928;10.406966867107815
intel14_v2;1;2;1e-06;0.95;sync;222;230.83012104034424;0.3428771969773817;0.0771998515923818
intel14_v2;1;2;1e-06;0.95;sync;666;680.3487980365753;0.3631397210698586;0.22753887578778798
intel14_v2;1;2;1e-06;0.95;sync;2000;2015.0365300178528;0.4277500369090645;0.6739177728170819
intel14_v2;1;2;1e-06;0.95;sync;6000;6003.6080231666565;0.5246309192138183;2.0078733499701817
intel14_v2;1;2;1e-06;0.95;sync;18000;17725.11563897133;0.5981554987717;5.9280664525893
intel14_v2;1;1;0.0001;0.9;sync;222;235.64261412620544;0.4444147155328065;0.07880936316887538
intel14_v2;1;1;0.0001;0.9;sync;666;673.7841711044312;0.4710855854676339;0.22534337278048197
intel14_v2;1;1;0.0001;0.9;sync;2000;2003.9334931373596;0.6346042213318128;0.6702044238159391
intel14_v2;1;1;0.0001;0.9;sync;6000;6001.257141113281;0.7896577715545985;2.0070871105278862
intel14_v2;1;1;0.0001;0.9;sync;18000;17723.165105104446;0.9410844188003624;5.927414107373821
intel14_v2;2;2;0.0001;0.9;async;222;229.97357296943665;0.4943845881923666;0.13900624855041505
intel14_v2;2;2;0.0001;0.9;async;666;679.5401721000671;0.4989556502747921;0.4107442818027073
intel14_v2;2;2;0.0001;0.9;async;2000;2013.3478000164032;0.6163459669733576;1.2169568924543592
intel14_v2;2;2;0.0001;0.9;async;6000;6017.1777420043945;0.7829374021264967;3.637049657389323
intel14_v2;2;2;0.0001;0.9;async;18000;17231.875133037567;0.920436375588567;10.41571119152493
intel14_v2;2;2;1e-05;0.9;sync;222;223.1968960762024;0.3226075579937848;0.13491012385050455
intel14_v2;2;2;1e-05;0.9;sync;666;668.5449810028076;0.4108308269410993;0.40409829962836374
intel14_v2;2;2;1e-05;0.9;sync;2000;2019.1653270721436;0.5812292116459138;1.2204732643636067
intel14_v2;2;2;1e-05;0.9;sync;6000;6017.824371099472;0.7540097605759334;3.6374405087534587
intel14_v2;2;2;1e-05;0.9;sync;18000;17605.78914308548;0.937033886140995;10.641721437598335
intel14_v2;1;1;1e-05;0.9;sync;222;236.51197409629822;0.4062729591946114;0.0791001157810953
intel14_v2;1;1;1e-05;0.9;sync;666;678.6295549869537;0.47117777720467385;0.22696388450119231
intel14_v2;1;1;1e-05;0.9;sync;2000;2001.0210280418396;0.5201268270568493;0.6692303660451041
intel14_v2;1;1;1e-05;0.9;sync;6000;6021.325818061829;0.6609050213716625;2.0137989680406783
intel14_v2;1;1;1e-05;0.9;sync;18000;17709.659706115723;0.7794476971499208;5.9228973017120365
intel14_v2;2;2;1e-05;0.99;sync;222;240.28865098953247;0.45042867029081496;0.14524114015367295
intel14_v2;2;2;1e-05;0.99;sync;666;679.2560970783234;0.47703723066111;0.4105725742340088
intel14_v2;2;2;1e-05;0.99;sync;2000;2006.5954868793488;0.5885051987028127;1.2128754942915174
intel14_v2;2;2;1e-05;0.99;sync;6000;6014.951868057251;0.7351792603189765;3.6357042402479385
intel14_v2;2;2;1e-05;0.99;sync;18000;17599.963418006897;0.9274568255801161;10.638200110439724
intel14_v2;2;1;1e-05;0.95;async;222;239.55632400512695;0.7261649452397047;0.1447984891764323
intel14_v2;2;1;1e-05;0.95;async;666;687.294350862503;0.6459893242297995;0.41543125207689074
intel14_v2;2;1;1e-05;0.95;async;2000;2003.9182710647583;0.6364149230714227;1.2112572660658094
intel14_v2;2;1;1e-05;0.95;async;6000;6012.006821870804;0.7475983168078719;3.633924123441908
intel14_v2;2;1;1e-05;0.95;async;18000;17213.271564006805;0.9191528526358517;10.404466367577447
intel14_v2;2;1;0.0001;0.95;async;222;239.11782693862915;0.21092678470511098;0.1445334420606825
intel14_v2;2;1;0.0001;0.95;async;666;685.9492979049683;0.3475581233470173;0.4146182422892253
intel14_v2;2;1;0.0001;0.95;async;2000;2000.8514440059662;0.5586662982419047;1.2094035394880507
intel14_v2;2;1;0.0001;0.95;async;6000;6003.194715023041;0.7590572711649896;3.628597694413927
intel14_v2;2;1;0.0001;0.95;async;18000;17188.40563893318;0.8921379728394354;10.389436297310723
intel14_v2;2;2;1e-05;0.95;async;222;230.60308599472046;0.2691737269724882;0.13938675420125327
intel14_v2;2;2;1e-05;0.95;async;666;680.9035789966583;0.3712553515697823;0.41156838552686903
intel14_v2;2;2;1e-05;0.95;async;2000;2017.2663989067078;0.5332559730264945;1.21932546778361
intel14_v2;2;2;1e-05;0.95;async;6000;6009.592262029648;0.7143032969205745;3.632464656160143
intel14_v2;2;2;1e-05;0.95;async;18000;17262.640547037125;0.9035466429477971;10.434307175097995
intel14_v2;2;2;1e-06;0.99;sync;222;222.80023288726807;0.41509516592452855;0.13467036298963758
intel14_v2;2;2;1e-06;0.99;sync;666;681.9662120342255;0.4164795118788479;0.4122106881629096
intel14_v2;2;2;1e-06;0.99;sync;2000;2019.8745460510254;0.4937429443974592;1.2209019478352865
intel14_v2;2;2;1e-06;0.99;sync;6000;6007.530065059662;0.5816365842693844;3.6312181726582846
intel14_v2;2;2;1e-06;0.99;sync;18000;17614.034106969833;0.7187319689017332;10.646705060212877
intel14_v2;1;2;0.0001;0.95;sync;222;230.4268651008606;0.3725808177814651;0.07706498488373227
intel14_v2;1;2;0.0001;0.95;sync;666;678.6386630535126;0.438627006668914;0.22696693064345255
intel14_v2;1;2;0.0001;0.95;sync;2000;2007.5695281028748;0.5663588243838494;0.6714204755099614
intel14_v2;1;2;0.0001;0.95;sync;6000;6013.590945959091;0.752947633986962;2.0112120830374294
intel14_v2;1;2;0.0001;0.95;sync;18000;17739.85481405258;0.9360882890495842;5.932995887810919
intel14_v2;2;1;1e-05;0.9;sync;222;232.97983193397522;0.7552033042955912;0.1408233650800917
intel14_v2;2;1;1e-05;0.9;sync;666;678.5750639438629;0.6786955683300496;0.4101609275394016
intel14_v2;2;1;1e-05;0.9;sync;2000;2018.8469588756561;0.676714492232188;1.220280828475952
intel14_v2;2;1;1e-05;0.9;sync;6000;6026.5756158828735;0.7936661930344526;3.642730150044759
intel14_v2;2;1;1e-05;0.9;sync;18000;17587.94239783287;0.9561271718893866;10.630934071578979
intel14_v2;1;2;1e-05;0.9;sync;222;230.77318501472473;0.20028709211894552;0.0771808096549246
intel14_v2;1;2;1e-05;0.9;sync;666;679.3244819641113;0.3213140902152422;0.22719629896799723
intel14_v2;1;2;1e-05;0.9;sync;2000;2008.3928518295288;0.5061498516018977;0.6716958315563202
intel14_v2;1;2;1e-05;0.9;sync;6000;6002.610769987106;0.6141890511114397;2.0075398241845765
intel14_v2;1;2;1e-05;0.9;sync;18000;17727.202491044998;0.7313843959631803;5.928764388671716
intel14_v2;2;1;1e-05;0.9;async;222;239.63868808746338;0.42188809835303964;0.14484827368842232
intel14_v2;2;1;1e-05;0.9;async;666;687.4506251811981;0.46527399038550266;0.4155257112206353
intel14_v2;2;1;1e-05;0.9;async;2000;2006.1436622142792;0.614742464558584;1.2126023913828532
intel14_v2;2;1;1e-05;0.9;async;6000;6019.0834040641785;0.7637939523143201;3.638201524234348
intel14_v2;2;1;1e-05;0.9;async;18000;17189.292819023132;0.9272354152851127;10.389972548387316
intel14_v2;2;2;0.0001;0.95;async;222;229.82727599143982;0.18210778102635647;0.13891782015482584
intel14_v2;2;2;0.0001;0.95;async;666;678.1403081417084;0.3210996570513506;0.4098981418100993
intel14_v2;2;2;0.0001;0.95;async;2000;2010.0839729309082;0.5323977505258355;1.2149840903049045
intel14_v2;2;2;0.0001;0.95;async;6000;6013.123860120773;0.7417603217712553;3.634599311006334
intel14_v2;2;2;0.0001;0.95;async;18000;17254.288255929947;0.9206142707739288;10.42925867913988
intel14_v2;1;1;0.0001;0.95;sync;222;237.03307008743286;0.1353573418757061;0.07927439344035254
intel14_v2;1;1;0.0001;0.95;sync;666;678.8156208992004;0.30811038381981853;0.2270261132118437
intel14_v2;1;1;0.0001;0.95;sync;2000;2006.924742937088;0.5498904580593408;0.6712048306934039
intel14_v2;1;1;0.0001;0.95;sync;6000;6003.023555994034;0.7778448816978812;2.007677878171338
intel14_v2;1;1;0.0001;0.95;sync;18000;17706.116019010544;0.9401350784877204;5.921712135246859
intel14_v2;1;2;1e-05;0.95;sync;222;230.3685839176178;0.3008588450312673;0.07704549306578107
intel14_v2;1;2;1e-05;0.95;sync;666;678.743910074234;0.3782299762666043;0.22700212992482716
intel14_v2;1;2;1e-05;0.95;sync;2000;2007.9871311187744;0.5088701042639223;0.6715601405186123
intel14_v2;1;2;1e-05;0.95;sync;6000;6000.241336107254;0.6202546213766653;2.0067473801869817
intel14_v2;1;2;1e-05;0.95;sync;18000;17747.366131067276;0.7417803126262723;5.935508006056945
intel14_v2;2;2;1e-05;0.99;async;222;230.51554799079895;0.4960165148364528;0.13933384234110516
intel14_v2;2;2;1e-05;0.99;async;666;680.1700081825256;0.4793525162378176;0.41112498272365994
intel14_v2;2;2;1e-05;0.99;async;2000;2016.1658611297607;0.5566559287267526;1.2186602538384332
intel14_v2;2;2;1e-05;0.99;async;6000;6005.876023054123;0.7023705782853183;3.630218396157159
intel14_v2;2;2;1e-05;0.99;async;18000;17234.23388814926;0.8998880320223369;10.417136927947999
intel14_v2;2;1;0.0001;0.99;async;222;238.84619188308716;0.51489514181872;0.1443692537604438
intel14_v2;2;1;0.0001;0.99;async;666;684.9951529502869;0.5080982063713476;0.41404151467217337
intel14_v2;2;1;0.0001;0.99;async;2000;2006.502986907959;0.5336405758792339;1.2128195831976996
intel14_v2;2;1;0.0001;0.99;async;6000;6015.415256977081;0.7009213001868921;3.6359843331061468
intel14_v2;2;1;0.0001;0.99;async;18000;17215.92060995102;0.8465617803973828;10.406067568681506
intel14_v2;2;1;1e-05;0.99;async;222;239.58811116218567;0.2519398633699948;0.14481770274692113
intel14_v2;2;1;1e-05;0.99;async;666;687.6950011253357;0.3440756751654656;0.41567342290242515
intel14_v2;2;1;1e-05;0.99;async;2000;2005.5423171520233;0.5730807806580226;1.2122389117007786
intel14_v2;2;1;1e-05;0.99;async;6000;6017.392402172089;0.7149646084973124;3.6371794075351294
intel14_v2;2;1;1e-05;0.99;async;18000;17211.68449497223;0.9106044019314162;10.403507072516547
intel14_v2;1;2;1e-06;0.99;sync;222;230.48749494552612;0.46749056612448747;0.07708526219844818
intel14_v2;1;2;1e-06;0.99;sync;666;679.5731558799744;0.42130889055284815;0.22727946657763587
intel14_v2;1;2;1e-06;0.99;sync;2000;2011.2021808624268;0.4381931453343158;0.6726353960439894
intel14_v2;1;2;1e-06;0.99;sync;6000;6014.192754983902;0.5214470455417347;2.011413354722394
intel14_v2;1;2;1e-06;0.99;sync;18000;17729.47886800766;0.5960316215763243;5.929525710300339
intel14_v2;2;2;0.0001;0.99;async;222;230.19527101516724;0.4311474939665384;0.13914025270250108
intel14_v2;2;2;0.0001;0.99;async;666;679.9243900775909;0.43229804262868077;0.4109765202246772
intel14_v2;2;2;0.0001;0.99;async;2000;2013.2062771320343;0.5465008686261902;1.2168713497331407
intel14_v2;2;2;0.0001;0.99;async;6000;6014.759194135666;0.6990311721658101;3.635587779566447
intel14_v2;2;2;0.0001;0.99;async;18000;17228.675107955933;0.8625165338052874;10.413776954142254
intel14_v2;2;2;1e-05;0.95;sync;222;224.00117301940918;0.3452766924301807;0.13539626458062065
intel14_v2;2;2;1e-05;0.95;sync;666;668.3746540546417;0.40166846752923613;0.40399534645080565
intel14_v2;2;2;1e-05;0.95;sync;2000;2017.3287689685822;0.5666790690830342;1.2193631670210097
intel14_v2;2;2;1e-05;0.95;sync;6000;6005.048367023468;0.7684296902779246;3.6297181240675185
intel14_v2;2;2;1e-05;0.95;sync;18000;17618.698957920074;0.937862167110692;10.649524703453912
intel14_v2;2;1;0.0001;0.9;sync;222;223.30396699905396;0.46659441094290793;0.13497484227498371
